"Medicare Part B Drug Spending and Utilization, Calendar Years 2012 - 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Calendar Year 2012,,,,,,,Calendar Year 2013,,,,,,,Calendar Year 2014,,,,,,,Calendar Year 2015,,,,,,,Calendar Year 2016,,,,,,,,Yearly Change,
J9033,"Injection, bendamustine hcl, 1 mg",Treanda,Bendamustine HCL,"$268,524,279","14,021,296","72,785","13,339",$19.15,"$3,689.28","$20,130.77","$316,933,178","15,455,429","81,297","14,706",$20.51,"$3,898.46","$21,551.28","$303,380,783","14,267,978","74,840","13,350",$21.26,"$4,053.73","$22,725.15","$309,910,360","13,315,534","68,425","12,165",$23.27,"$4,529.20","$25,475.57","$263,809,310","10,663,581","56,299","10,631",$24.74,"$4,685.86","$24,815.10",$25.24,6.29%,6.61%
J3315,"Injection, triptorelin pamoate, 3.75 mg",Trelstar,Triptorelin Pamoate,"$18,763,128","106,902","32,280","14,503",$175.52,$581.26,"$1,293.74","$17,601,958","96,599","28,342","13,113",$182.22,$621.06,"$1,342.33","$18,286,170","102,464","28,982","13,562",$178.46,$630.95,"$1,348.34","$12,640,802","73,619","20,682","9,967",$171.71,$611.20,"$1,268.27","$17,984,989","57,146","16,404","7,645",$314.72,"$1,096.38","$2,352.52",$331.71,83.29%,15.72%
J3300,"Injection, triamcinolone acetonide, preservative free, 1 mg",Triesence,Triamcinolone Acetonide/PF,"$5,788,693","1,729,432","47,549","29,715",$3.35,$121.74,$194.81,"$6,903,068","2,033,114","53,219","32,124",$3.40,$129.71,$214.89,"$7,814,030","2,290,181","67,128","40,381",$3.41,$116.40,$193.51,"$6,984,625","1,998,859","61,438","36,811",$3.49,$113.69,$189.74,"$6,658,444","1,880,898","56,714","33,842",$3.54,$117.40,$196.75,$3.71,1.31%,1.41%
J9017,"Injection, arsenic trioxide, 1 mg",Trisenox,Arsenic Trioxide,"$3,401,578","80,995","3,907",156,$42.00,$870.64,"$21,804.99","$4,665,285","100,729","5,285",221,$46.32,$882.74,"$21,109.89","$6,959,783","139,502","6,428",245,$49.89,"$1,082.73","$28,407.28","$6,834,986","123,463","5,487",211,$55.36,"$1,245.67","$32,393.30","$7,165,751","118,214","4,836",205,$60.62,"$1,481.75","$34,954.88",$62.06,9.49%,9.61%
J3243,"Injection, tigecycline, 1 mg",Tygacil,Tigecycline,"$1,692,319","1,233,898","6,895","2,932",$1.37,$245.44,$577.19,"$2,029,264","1,213,110","7,055","2,508",$1.67,$287.63,$809.12,"$1,389,225","756,978","3,799","1,470",$1.84,$365.68,$945.05,"$1,638,589","763,348","4,046","1,207",$2.15,$404.99,"$1,357.57","$1,192,995","464,737","2,423",615,$2.57,$492.36,"$1,939.83",$2.68,19.59%,16.97%
90691,Vaccine for typhoid for injection into muscle,Typhim Vi,Typhoid Vi Polysacch Vaccine,"$10,316",166,166,166,$62.14,$62.14,$62.14,"$12,254",197,197,197,$62.20,$62.20,$62.20,"$10,306",157,157,157,$65.64,$65.64,$65.64,"$19,253",256,256,256,$75.21,$75.21,$75.21,"$12,451",165,165,165,$75.46,$75.46,$75.46,$82.01,0.34%,4.98%
J2323,"Injection, natalizumab, 1 mg",Tysabri,Natalizumab,"$203,043,011","18,208,952","60,419","7,779",$11.15,"$3,360.58","$26,101.43","$229,994,022","18,477,973","61,277","7,987",$12.45,"$3,753.35","$28,796.05","$256,035,730","18,096,711","59,978","7,308",$14.15,"$4,268.83","$35,034.99","$288,982,870","18,404,097","61,072","7,268",$15.70,"$4,731.84","$39,760.99","$305,983,013","17,892,346","59,405","7,117",$17.10,"$5,150.80","$42,993.26",$17.47,8.91%,11.28%
J7686,"Treprostinil, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, 1.74 mg",Tyvaso*,Treprostinil*,"$128,396,729","303,457","10,846","1,464",$423.11,"$11,838.16","$87,702.68","$170,948,496","384,501","13,796","1,796",$444.60,"$12,391.16","$95,182.90","$205,051,675","441,663","15,953","2,063",$464.27,"$12,853.49","$99,394.90","$210,884,907","433,239","15,610","1,964",$486.76,"$13,509.60","$107,375.21","$194,454,506","387,450","13,909","1,719",$501.88,"$13,980.48","$113,120.71",$510.29,3.11%,4.36%
90743,"Vaccine for Hepatitis B (2 dose schedule) for injection into muscle, adolescent patient","Vaccine Hepatitis B 2 Dose Injection Muscle, Adolescent**",,"$12,663",336,326,287,$37.69,$38.84,$44.12,"$16,487",403,392,326,$40.91,$42.06,$50.57,"$14,845",469,466,390,$31.65,$31.86,$38.06,"$13,467",467,465,407,$28.84,$28.96,$33.09,"$12,198",420,418,352,$29.04,$29.18,$34.65,$25.10,0.71%,-6.31%
90740,"Vaccine for Hepatitis B (3 dose schedule) for injection into muscle, dialysis or immunosuppressed patient","Vaccine Hepatitis B 3 Dose Injection Muscle, Immunosuppressed**",,"$12,246,997","101,131","100,064","45,386",$121.10,$122.39,$269.84,"$11,913,103","98,562","97,413","43,215",$120.87,$122.29,$275.67,"$12,362,446","103,489","101,847","45,645",$119.46,$121.38,$270.84,"$13,871,648","116,294","114,927","50,424",$119.28,$120.70,$275.10,"$13,506,993","111,747","110,638","49,006",$120.87,$122.08,$275.62,$122.07,1.33%,-0.05%
90746,Vaccine for Hepatitis B adult dosage (3 dose schedule) injection into muscle,"Vaccine Hepatitis B 3 Dose Injection Muscle, Adult**",,"$4,808,189","83,105","80,215","51,664",$57.86,$59.94,$93.07,"$5,583,355","98,465","94,609","60,131",$56.70,$59.02,$92.85,"$5,419,930","97,101","95,571","61,655",$55.82,$56.71,$87.91,"$5,567,547","98,136","96,918","62,831",$56.73,$57.45,$88.61,"$5,493,918","94,142","92,961","60,676",$58.36,$59.10,$90.55,$61.03,2.86%,0.22%
90744,"Vaccine for Hepatitis B (3 dose schedule) for injection into muscle, pediatric and adolescent patients","Vaccine Hepatitis B 3 Dose Injection Muscle, Pediatric/Adolescent**",,"$71,366","1,436","1,144",923,$49.70,$62.38,$77.32,"$79,875","1,743","1,438","1,091",$45.83,$55.55,$73.21,"$71,112","1,731","1,320","1,041",$41.08,$53.87,$68.31,"$75,184","1,629","1,284",994,$46.15,$58.55,$75.64,"$46,749","1,480","1,182",928,$31.59,$39.55,$50.38,$25.10,-31.56%,-10.71%
90747,"Vaccine for Hepatitis B (4 dose schedule) for injection into muscle, dialysis or immunosuppressed patient","Vaccine Hepatitis B 4 Dose Injection Muscle, Immunosuppressed**",,"$18,510,634","158,811","150,502","65,539",$116.56,$122.99,$282.44,"$17,134,457","144,081","139,141","62,588",$118.92,$123.14,$273.77,"$15,771,757","133,656","129,872","60,724",$118.00,$121.44,$259.73,"$14,942,903","127,398","123,956","57,697",$117.29,$120.55,$258.99,"$15,171,645","126,992","123,300","57,307",$119.47,$123.05,$264.74,$122.07,1.86%,0.62%
90653,Vaccine for influenza for injection into muscle,Vaccine Influenza Injection Muscle (Fluad)**,,,,,,,,,,,,,,,,,,,,,,,"$18,967",201,201,201,$94.36,$94.36,$94.36,"$13,705,543","378,431","378,393","378,291",$36.22,$36.22,$36.23,$37.38,-61.62%,-61.62%
90656,"Vaccine for influenza for injection into muscle, patient 3 years and older","Vaccine Influenza Injection Muscle (Fluvirin), Age 3+ Years**",,"$26,249,010","2,111,012","2,098,250","2,081,754",$12.43,$12.51,$12.61,"$28,016,654","2,280,257","2,266,905","2,239,715",$12.29,$12.36,$12.51,"$24,509,339","1,814,304","1,802,699","1,779,749",$13.51,$13.60,$13.77,"$14,962,905","1,176,752","1,075,663","1,067,783",$12.72,$13.91,$14.01,"$11,880,311","716,363","715,308","709,689",$16.58,$16.61,$16.74,$14.84,30.43%,7.47%
90662,Vaccine for influenza for injection into muscle,Vaccine Influenza Injection Muscle (Fluzone High-Dose)**,,"$78,061,236","2,589,594","2,589,038","2,580,193",$30.14,$30.15,$30.25,"$115,179,448","3,795,323","3,795,258","3,742,502",$30.35,$30.35,$30.78,"$174,771,572","5,553,074","5,541,949","5,485,000",$31.47,$31.54,$31.86,"$250,181,231","7,247,488","7,247,326","7,208,353",$34.52,$34.52,$34.71,"$334,098,405","8,504,025","8,493,486","8,403,805",$39.29,$39.34,$39.76,$37.92,13.81%,6.85%
90657,"Vaccine for influenza for injection into muscle, patient 6-35 months of age","Vaccine Influenza Injection Muscle (Fluzone), 5 mL, Age Less 3 Years**",,"$76,819","5,492","5,490","5,462",$13.99,$13.99,$14.06,"$67,173","4,837","4,834","4,829",$13.89,$13.90,$13.91,"$72,322","4,332","4,331","4,295",$16.69,$16.70,$16.84,"$36,735","2,656","2,656","2,651",$13.83,$13.83,$13.86,"$23,527",945,945,933,$24.90,$24.90,$25.22,$6.02,80.00%,15.50%
90661,Vaccine for influenza for injection into muscle,Vaccine Influenza Injection Muscle**,,,,,,,,,"$1,251,049","75,906","75,897","75,890",$16.48,$16.48,$16.49,"$3,831,683","200,642","200,631","200,206",$19.10,$19.10,$19.14,"$3,197,022","156,452","156,420","155,827",$20.43,$20.44,$20.52,"$1,756,027","84,457","84,443","84,102",$20.79,$20.80,$20.88,$22.29,1.75%,8.05%
90630,Vaccine for influenza for injection into skin,Vaccine Influenza Injection Skin (Fluzone)**,,,,,,,,,,,,,,,,,,,,,,,"$359,378","15,456","15,456","15,432",$23.25,$23.25,$23.29,"$642,255","31,137","31,132","30,901",$20.63,$20.63,$20.78,$22.69,-11.29%,-11.29%
90685,Vaccine for influenza administered into muscle to children 6-35 months of age,"Vaccine Influenza Muscle (Fluzone), 0.25 mL, Age 6-35 Months**",,,,,,,,,"$13,946",513,513,512,$27.19,$27.19,$27.24,"$42,807","2,425","2,424","2,418",$17.65,$17.66,$17.70,"$28,325","1,415","1,415","1,411",$20.02,$20.02,$20.07,"$18,320",907,906,895,$20.20,$20.22,$20.47,$25.01,0.90%,-9.43%
90686,Vaccine for influenza administered into muscle to individuals 3 years of age and older,"Vaccine Influenza Muscle (Fluzone), 0.5 mL, Age 3+ Years **",,,,,,,,,"$9,244,361","524,675","524,650","524,217",$17.62,$17.62,$17.63,"$21,709,059","1,279,601","1,279,478","1,271,620",$16.97,$16.97,$17.07,"$29,167,825","1,701,882","1,701,558","1,688,290",$17.14,$17.14,$17.28,"$33,032,725","1,857,514","1,857,238","1,830,441",$17.78,$17.79,$18.05,$18.37,3.76%,0.31%
90688,Vaccine for influenza administered into muscle to individuals 3 years of age and older,"Vaccine Influenza Muscle (Fluzone), 5 mL, Age 3+ Years**",,,,,,,,,"$534,295","32,524","32,523","32,520",$16.43,$16.43,$16.43,"$9,514,253","591,308","591,283","589,643",$16.09,$16.09,$16.14,"$14,718,691","854,781","854,751","850,219",$17.22,$17.22,$17.31,"$16,800,848","979,125","977,630","970,352",$17.16,$17.19,$17.31,$18.16,-0.35%,1.46%
90687,Vaccine for influenza administered into muscle to children 6-35 months of age,"Vaccine Influenza Muscle (Fluzone), 5 mL, Age 6-35 Months**",,,,,,,,,,,,,,,,"$1,880",166,166,166,$11.33,$11.33,$11.33,"$5,515",453,453,451,$12.17,$12.17,$12.23,"$17,744",953,953,947,$18.62,$18.62,$18.74,$9.20,52.94%,28.21%
90673,"Vaccine for influenza administered into muscle, preservative and antibiotic fre",Vaccine Influenza Muscle Preservative/Antibiotic Free (Flublok)**,,,,,,,,,,,,,,,,"$285,819","20,503","10,395","10,313",$13.94,$27.50,$27.71,"$326,026","11,652","10,635","10,593",$27.98,$30.66,$30.78,"$404,456","11,272","11,274","11,226",$35.88,$35.88,$36.03,$38.05,28.24%,60.43%
90672,Vaccine for influenza for nasal administration,Vaccine Influenza Nasal Adminstration (FluMist)**,,,,,,,,,"$43,292","2,135","2,135","2,133",$20.28,$20.28,$20.30,"$66,367","3,064","3,064","3,054",$21.66,$21.66,$21.73,"$54,768","2,236","2,236","2,227",$24.49,$24.49,$24.59,"$21,802","1,214","1,214","1,194",$17.96,$17.96,$18.26,$26.88,-26.68%,-3.97%
90732,"Vaccine for pneumococcal polysaccharide for injection beneath the skin or into muscle, patient 2 years or older","Vaccine Pneumococcal Polysaccharide Injection Skin/Muscle, Age 2+ Years**",,"$114,682,259","1,970,768","1,969,940","1,946,322",$58.19,$58.22,$58.92,"$127,874,209","2,007,625","2,005,955","1,981,788",$63.69,$63.75,$64.52,"$134,658,195","1,980,369","1,969,700","1,947,371",$68.00,$68.36,$69.15,"$88,878,151","1,241,870","1,221,488","1,207,096",$71.57,$72.76,$73.63,"$113,673,075","1,426,634","1,403,767","1,393,209",$79.68,$80.98,$81.59,$88.09,11.33%,8.17%
J9357,"Injection, valrubicin, intravesical, 200 mg",Valstar,Valrubicin,"$16,371,734","16,588","4,120",816,$986.96,"$3,973.72","$20,063.40","$14,982,649","14,634","3,642",738,"$1,023.82","$4,113.85","$20,301.69","$16,276,442","15,487","3,816",794,"$1,050.97","$4,265.32","$20,499.30","$16,272,254","15,085","3,783",777,"$1,078.70","$4,301.42","$20,942.41","$11,654,663","10,501","2,590",520,"$1,109.86","$4,499.87","$22,412.81","$1,132.51",2.89%,2.98%
J9225,"Histrelin implant (vantas), 50 mg",Vantas,Histrelin Acetate,"$12,272,745","4,017","4,015","4,008","$3,055.20","$3,056.72","$3,062.06","$8,115,285","2,776","2,775","2,767","$2,923.37","$2,924.43","$2,932.88","$5,858,729","2,009","2,009","2,008","$2,916.24","$2,916.24","$2,917.69","$4,424,387","1,507","1,507","1,505","$2,935.89","$2,935.89","$2,939.79","$3,667,406","1,217","1,217","1,213","$3,013.48","$3,013.48","$3,023.42","$3,071.62",2.64%,-0.34%
J9303,"Injection, panitumumab, 10 mg",Vectibix,Panitumumab,"$53,128,791","608,715","11,940","2,061",$87.28,"$4,449.65","$25,778.16","$52,524,983","589,421","11,597","1,970",$89.11,"$4,529.19","$26,662.43","$65,779,303","714,120","13,814","2,437",$92.11,"$4,761.79","$26,991.92","$79,029,849","823,437","15,500","2,619",$95.98,"$5,098.70","$30,175.58","$85,611,860","832,280","16,077","2,622",$102.86,"$5,325.11","$32,651.36",$104.62,7.18%,4.19%
J9041,"Injection, bortezomib, 0.1 mg",Velcade,Bortezomib,"$420,160,565","9,853,491","262,985","19,812",$42.64,"$1,597.66","$21,207.38","$450,366,022","10,208,787","269,868","20,316",$44.12,"$1,668.84","$22,168.05","$471,812,692","10,478,355","273,069","20,381",$45.03,"$1,727.81","$23,149.63","$505,611,367","11,029,570","285,311","21,037",$45.84,"$1,772.14","$24,034.39","$490,438,057","10,703,670","276,630","20,668",$45.82,"$1,772.90","$23,729.34",$46.68,-0.05%,1.81%
J1756,"Injection, iron sucrose, 1 mg",Venofer,Iron Sucrose Complex,"$18,122,891","70,876,689","285,295","71,554",$0.26,$63.52,$253.28,"$9,020,809","44,534,719","201,414","38,613",$0.20,$44.79,$233.62,"$6,959,556","25,314,890","134,582","26,110",$0.27,$51.71,$266.55,"$5,342,440","21,318,487","113,330","22,283",$0.25,$47.14,$239.75,"$5,076,232","19,888,897","104,937","20,260",$0.26,$48.37,$250.55,$0.26,1.85%,-0.05%
Q4074,"Iloprost, inhalation solution, fda-approved final product, non-compounded, administered through dme, unit dose form, up to 20 micrograms",Ventavis,Iloprost Tromethamine,"$59,586,198","844,376","5,204",725,$70.57,"$11,450.08","$82,187.86","$54,314,043","729,811","4,297",640,$74.42,"$12,639.99","$84,865.69","$52,336,958","619,449","3,636",500,$84.49,"$14,394.10","$104,673.92","$48,832,348","465,702","2,749",384,$104.86,"$17,763.68","$127,167.57","$36,615,548","318,423","1,889",262,$114.99,"$19,383.56","$139,754.00",$117.61,9.66%,12.98%
J3465,"Injection, voriconazole, 10 mg",Vfend IV*,Voriconazole*,"$202,446","30,873",438,207,$6.56,$462.21,$978.00,"$147,231","31,393",490,208,$4.69,$300.47,$707.84,"$90,906","23,263",434,215,$3.91,$209.46,$422.82,"$83,683","21,367",461,186,$3.92,$181.53,$449.91,"$102,911","24,899",396,207,$4.13,$259.88,$497.16,$4.29,5.53%,-10.90%
J3095,"Injection, telavancin, 10 mg",Vibativ,Telavancin HCL,"$214,532","102,531",481,97,$2.09,$446.01,"$2,211.67","$58,550","22,226",125,18,$2.63,$468.40,"$3,252.80","$347,513","83,907",698,171,$4.14,$497.87,"$2,032.24","$931,748","201,826","1,403",241,$4.62,$664.11,"$3,866.17","$3,233,926","643,991","5,471",574,$5.02,$591.10,"$5,634.02",$5.13,8.77%,24.47%
J9360,"Injection, vinblastine sulfate, 1 mg",Vinblastine Sulfate,Vinblastine Sulfate,"$67,352","59,114","6,845","1,086",$1.14,$9.84,$62.02,"$75,900","53,184","5,516",960,$1.43,$13.76,$79.06,"$102,309","51,915","5,257",933,$1.97,$19.46,$109.66,"$130,408","49,107","4,838",872,$2.66,$26.95,$149.55,"$141,331","40,929","4,023",738,$3.45,$35.13,$191.51,$3.18,30.03%,31.94%
J9370,"Vincristine sulfate, 1 mg",Vincasar PFs*,Vincristine Sulfate*,"$280,625","66,681","35,722","9,324",$4.21,$7.86,$30.10,"$260,037","57,530","30,500","8,016",$4.52,$8.53,$32.44,"$277,587","50,408","26,901","7,009",$5.51,$10.32,$39.60,"$221,898","46,376","24,923","6,384",$4.78,$8.90,$34.76,"$229,728","42,650","23,350","5,934",$5.39,$9.84,$38.71,$5.33,12.57%,6.36%
J3396,"Injection, verteporfin, 0.1 mg",Visudyne,Verteporfin,"$8,387,625","835,185","5,727","4,846",$10.04,"$1,464.58","$1,730.83","$7,247,779","709,300","4,796","4,064",$10.22,"$1,511.21","$1,783.41","$6,426,825","605,860","4,130","3,460",$10.61,"$1,556.13","$1,857.46","$5,361,157","502,319","3,439","2,912",$10.67,"$1,558.93","$1,841.06","$5,053,549","470,387","3,207","2,704",$10.74,"$1,575.79","$1,868.92",$10.93,0.66%,1.70%
J3430,"Injection, phytonadione (vitamin k), per 1 mg",Vitamin K1,Phytonadione (Vit K1),"$34,216","23,814","5,103","3,903",$1.44,$6.71,$8.77,"$27,406","24,945","5,054","3,886",$1.10,$5.42,$7.05,"$23,128","22,064","4,284","3,222",$1.05,$5.40,$7.18,"$54,118","18,792","3,665","2,709",$2.88,$14.77,$19.98,"$57,171","18,822","3,044","2,110",$3.04,$18.78,$27.10,$3.10,5.47%,20.58%
J3471,"Injection, hyaluronidase, ovine, preservative free, per 1 usp unit (up to 999 usp units)",Vitrase,"Hyaluronidase,ovine","$24,330","106,425",664,503,$0.23,$36.64,$48.37,"$48,260","174,239",474,322,$0.28,$101.81,$149.87,"$216,639","246,304",323,183,$0.88,$670.71,"$1,183.82","$76,227","140,846",365,238,$0.54,$208.84,$320.28,"$27,042","80,912",337,220,$0.33,$80.24,$122.92,$0.34,-38.25%,9.96%
J2315,"Injection, naltrexone, depot form, 1 mg",Vivitrol,Naltrexone Microspheres,"$611,102","220,248",690,222,$2.77,$885.66,"$2,752.71","$703,660","254,322",827,229,$2.77,$850.86,"$3,072.75","$650,834","240,840",851,278,$2.70,$764.79,"$2,341.13","$875,900","294,402","1,082",345,$2.98,$809.52,"$2,538.84","$1,157,732","371,268","1,344",425,$3.12,$861.41,"$2,724.07",$3.22,4.81%,2.96%
J3385,"Injection, velaglucerase alfa, 100 units",Vpriv,Velaglucerase Alfa,"$29,172,636","84,024","1,927",112,$347.19,"$15,138.89","$260,469.96","$29,146,710","84,718","1,867",106,$344.04,"$15,611.52","$274,968.97","$29,772,580","85,575","1,855",110,$347.91,"$16,049.91","$270,659.82","$26,912,505","78,887","1,688",101,$341.15,"$15,943.43","$266,460.44","$24,449,480","73,210","1,627",92,$333.96,"$15,027.34","$265,755.22",$342.90,-2.11%,-0.97%
J7183,"Injection, von willebrand factor complex (human), wilate, 1 i.u. vwf:rco",Wilate,Antihemophilic Factor/VWF,"$1,291,643","351,024",76,24,$3.68,"$16,995.30","$53,818.46","$1,819,518","432,344",88,21,$4.21,"$20,676.34","$86,643.72","$1,220,824","382,157",78,30,$3.19,"$15,651.59","$40,694.14","$3,226,611","1,040,925",214,30,$3.10,"$15,077.62","$107,553.71","$5,869,214","198,667",325,31,$29.54,"$18,059.12","$189,329.49",$0.94,853.07%,68.33%
J2792,"Injection, rho d immune globulin, intravenous, human, solvent detergent, 100 iu",Winrho SDf,Rho(D) Immune Globulin/Maltose,"$2,387,467","140,297",886,326,$17.02,"$2,694.66","$7,323.52","$2,089,444","114,702",715,247,$18.22,"$2,922.30","$8,459.29","$1,937,413","105,011",584,208,$18.45,"$3,317.49","$9,314.48","$1,434,879","77,240",432,163,$18.58,"$3,321.48","$8,802.94","$1,198,982","58,888",355,108,$20.36,"$3,377.41","$11,101.69",$20.74,9.60%,4.59%
Q4102,"Oasis wound matrix, per square centimeter",Wound Matrix,"Porcine Submucosa, Fenestrated","$4,123,569","559,373","27,005","9,738",$7.37,$152.70,$423.45,"$4,527,619","542,949","29,509","10,525",$8.34,$153.43,$430.18,"$563,097","64,121","5,914","2,177",$8.78,$95.21,$258.66,"$448,218","47,798","4,307","1,700",$9.38,$104.07,$263.66,"$241,303","22,883","2,715","1,335",$10.55,$88.88,$180.75,$10.78,12.46%,9.36%
J0588,"Injection, incobotulinumtoxin a, 1 unit",Xeomin,Incobotulinumtoxina,"$5,313,778","1,139,395","6,866","3,648",$4.66,$773.93,"$1,456.63","$4,996,969","1,145,255","7,802","3,902",$4.36,$640.47,"$1,280.62","$6,525,293","1,489,383","9,170","4,398",$4.38,$711.59,"$1,483.70","$8,171,908","1,811,506","10,886","5,012",$4.51,$750.68,"$1,630.47","$10,852,036","2,278,051","12,926","6,018",$4.76,$839.55,"$1,803.26",$4.85,5.60%,0.53%
J0775,"Injection, collagenase, clostridium histolyticum, 0.01 mg",Xiaflex,Collagenase Clostridium Hist.,"$19,669,608","526,239","6,102","4,984",$37.38,"$3,223.47","$3,946.55","$21,975,713","584,714","6,832","5,742",$37.58,"$3,216.59","$3,827.19","$28,708,412","762,113","8,737","6,484",$37.67,"$3,285.84","$4,427.58","$34,970,769","931,663","10,260","7,070",$37.54,"$3,408.46","$4,946.36","$39,154,044","1,007,768","10,578","7,279",$38.85,"$3,701.46","$5,379.04",$39.60,3.51%,0.97%
J2357,"Injection, omalizumab, 5 mg",Xolair,Omalizumab,"$150,647,722","6,723,978","97,351","8,650",$22.40,"$1,547.47","$17,415.92","$177,084,922","7,349,730","106,547","9,451",$24.09,"$1,662.04","$18,737.16","$220,195,912","8,435,845","122,664","11,464",$26.10,"$1,795.11","$19,207.60","$272,898,248","9,666,004","141,604","13,308",$28.23,"$1,927.19","$20,506.33","$328,046,372","10,760,383","158,887","15,015",$30.49,"$2,064.65","$21,847.91",$31.14,7.98%,8.00%
J7185,"Injection, factor viii (antihemophilic factor, recombinant) (xyntha), per i.u.",Xyntha*,"Antihemoph.FVIII,b-Domain Del*","$12,541,162","355,628",444,55,$35.26,"$28,245.86","$228,021.12","$13,905,639","288,058",530,71,$48.27,"$26,237.05","$195,854.07","$15,124,723","405,938",648,77,$37.26,"$23,340.62","$196,424.97","$15,606,141","444,083",695,81,$35.14,"$22,454.88","$192,668.41","$15,275,680","689,507",754,72,$22.15,"$20,259.52","$212,162.22",$1.22,-36.96%,-10.97%
J9228,"Injection, ipilimumab, 1 mg",Yervoy,Ipilimumab,"$193,989,380","1,551,476","6,126","2,101",$125.04,"$31,666.57","$92,331.93","$216,642,083","1,730,977","6,701","2,349",$125.16,"$32,329.81","$92,227.37","$265,635,538","2,061,760","8,032","2,882",$128.84,"$33,072.15","$92,170.55","$218,306,183","1,637,390","6,349","2,349",$133.33,"$34,384.34","$92,935.80","$236,636,118","1,746,044","6,151","2,239",$135.53,"$38,471.16","$105,688.31",$140.82,1.65%,2.03%
